producto,unidad,precio_promedio_por_unidad,precio_promedio_por_100,energ_kcal,carbohydrt,lipid_tot,protein,fiber_td,calcium,iron,ironhem,ironnohem,zinc,vit_c,thiamin,riboflavin,niacin,panto_acid,vit_b6,folic_acid,food_folate,vit_b12,vit_a_rae,vit_e,vit_d_iu,vit_k,fa_sat,fa_mono,fa_poly,chole
MAYONESA,GR,0.1309,13.0939,268.4816666666667,10.088333333333333,24.081666666666667,1.92,0.8983333333333334,16.323333333333334,0.5433333333333333,0.011666666666666667,0.5266666666666667,0.31666666666666665,3.41,0.036666667,0.030000000000000002,0.5333333333333333,0.15666666666666668,0.056666667,3.6483333333333334,8.421666666666667,0.265,61.26666666666667,1.7083333333333333,2.388333333333333,62.13666666666666,3.9438333333333326,3.310333333333333,13.387666666666668,85.64066666666668
MAÍZ PALOMERO,GR,0.0468,4.6813,375,71.1,4.6,12.2,3.2,17,1.8,0,1.8,1.9,0,0.6,0.14,2.6,1.08,0.33,0,65.36,0,4.5,0.29,0,1.2,0.5,1.3,2.4,0
MAÍZ POZOLERO,GR,0.0454,4.538,136.69,24.94,2.05,2.69,2.16,,,,,,,,,,,,,,,,,,,0.14,0,0,
MELÓN,GR,0.0357,3.5733,32.25,7.7,0.12,0.57,0.9,10,0.28,0,0.28,0.21,24,0.03,0.02,0.22,0.13,0.1,,,0,33,0.04,0,2.7,0.045,0.003,0.07,0
MERLUZA,GR,0.189,18.9,120.91999999999999,0.15,3.835,20.695,0,195.57,0.8049999999999999,0.325,0.48,0.74,0.135,0.125,0.13,3.475,0.785,0.28500000000000003,1.325,8.835,3.5199999999999996,63.38,0.735,449.99,0.505,0.8400000000000001,1.0635,0.9025,43.283
MERMELADA,GR,0.1069,10.687,262.02375,40.635,10.5375,2.3325,1.25125,28.208750000000002,0.58875,0,0.4916666666666667,0.37250000000000005,6.1275,0.07875,0.08,0.53125,0.23875000000000002,0.04875,15.37125,10.95375,0.095,40.1425,0.9212499999999999,5.623749999999999,3.385,2.96725,4.101875,3.0746249999999993,20.922874999999998
MERO,GR,0.2809,28.0923,226.9975,35.2175,7.5175,9.6825,5.465,344.91,8.1775,0.10333333333333333,8.11,1.5625,16.085,0.3225,0.175,1.6975,0.7033333333333335,0.615,2.6633333333333336,29.796666666666667,0.1925,121.88,0.75,121.58999999999999,2.6550000000000002,2.35625,1.8129999999999997,1.9732500000000002,20.1995
MEZCLA CALIFORNIA,GR,0.0846,8.4645,53,11.5,0.3,2.1,2.5,12,0.6,0,0.6,0.4,5,0.12,0.06,0.9,0.31,0.11,,28,0,403,0,0,,0.1,0.1,0,0
MEZCLA CAMPESINA,GR,0.0985,9.8452,65.86,10.9,1.04,3.21,1.66,27,1.05,0,1.05,0.41,5,0.05,0.05,0.58,0.14,0.08,0,24,0,583,0.29,0,18.2,0.16,1,0.5,0
MIEL DE ABEJA,GR,0.2039,20.3899,320.16,78.61,0,0.15,0.07,20,0.42,0,0.42,0.22,0.5,0.01,0.07,0.2,0.07,0.02,0,2,0,0,0,0,0,0,0,0,0
MOJARRA,GR,0.1106,11.0587,91,0,2.7,16.8,0,15,0.7,0.28,0.42,,0,0.06,0.05,5.4,,,,,,5,,124.14,,1.09,0.611,0.397,4.5
MOLE ROJO EN PASTA,GR,0.1941,19.4108,142,11.54,10.3,2.89,2.8,34,1.22,0,1.22,0.68,6.9,0.3,0.06,1.11,0.23,0.11,0,11,0,14,1.26,,9.4,2.191,4.183,3.427,1
MORTADELA,GR,0.1267,12.6704,243.115,3.8099999999999996,18.75,15.59,0.07,27.43,1.635,0.655,0.98,2.09,4,0.18,0.16,2.875,0.475,0.155,0,4.415,1.375,2.5,0.31,31.5,1.8800000000000001,6.7545,9.243,2.7670000000000003,60.2145
MOSTAZA,GR,0.0984,9.8357,241.4175,19.002499999999998,17.45,6.4025,4.050000000000001,470.5,12.1725,0,16.133333333333333,1.8299999999999998,21.075000000000003,0.36250000000000004,0.63,4.33,0.19333333333333333,0.2725,3.5,8.5,0.0125,16.125,1.7425,1.5,82.225,1.8674999999999997,6.8525,6.645,7.25
NARANJA,GR,0.0394,3.9414,69.82470588235294,16.806470588235296,0.3441176470588236,0.7594117647058822,1.0935294117647056,23.030625,0.30529411764705877,0.015,0.30562500000000004,0.092941176,24.329375,0.048124999999999994,0.023125,0.23249999999999998,0.124375,0.04375,2.5100000000000002,16.430625,0,41.935,0.12999999999999998,1.6484615384615384,0.6284615384615384,0.0210625,0.02925,0.0320625,0
NOPAL,GR,0.0414,4.1425,73.53999999999999,9.164,3.161,2.9650000000000003,2.2510000000000003,127.75099999999998,0.742,0.011,0.7299999999999999,0.43600000000000005,8.233333333333333,0.04,0.077,0.516,0.2677777777777777,0.096666667,8.078,7.6899999999999995,0.10444444444444445,41.30111111111111,0.5155555555555557,7.114444444444445,9.567777777777778,0.6658999999999999,1.0998,1.1606,26.00311111111111
NUEZ,GR,0.614,61.4032,410.65166666666664,37.59666666666667,26.52,7.8933333333333335,3.116666666666667,83.37833333333333,1.3866666666666667,0,1.3866666666666667,1.4283333333333335,0.6716666666666665,0.1416666666666667,0.13999999999999999,1.3916666666666668,0.392,0.15666666666666668,10.495999999999999,40.74166666666667,0.16166666666666665,35.63,0.7683333333333334,9.073333333333332,4.3966666666666665,8.124,6.416666666666667,11.185166666666667,16.8205
ORÉGANO,GR,0.9521,95.2064,364.985,35.35,27.435000000000002,4.895,21.49,816.945,18.634999999999998,0,18.634999999999998,1.395,1.2049999999999998,0.095,0.29000000000000004,2.36,0.52,0.53,0.005,120.27,0.01,92.14500000000001,13.010000000000002,7,323.005,5.591,9.314,11.3575,12.8565
PAN DE CAJA,GR,0.1006,10.0553,242.21333333333334,47.053333333333335,3.08,9.953333333333333,4.93,117.88333333333333,3.63,0,3.63,2.1933333333333334,0.19999999999999998,0.33,0.2233333333333333,3.9333333333333336,0.525,0.12999999999999998,92.57000000000001,37.36,0.093333333,0,0.26,0,0.7333333333333333,0.5909999999999999,0.8109999999999999,1.323,0
PAN DULCE,GR,0.1272,12.7243,395.88,51.19,19.05,4.715,1.555,89,2.18,0,2.18,1.2000000000000002,0.6,0.32,0.155,1.27,0.59,0.045,78.8,26.3,0,2.5,0.29,0,1.6,9.249500000000001,6.314500000000001,3.7845,21
PAPA,GR,0.0298,2.9795,156.81333333333333,19.620222222222225,6.752666666666666,4.372888888888888,1.3754545454545455,54.57727272727273,1.3084090909090909,0.055263157894736854,1.285,0.52,11.354545454545455,0.12818181818181817,0.11000000000000001,1.523409090909091,0.27476190476190476,0.18439024390243905,8.058717949,14.562380952380952,0.11727272727272728,27.756363636363634,1.061904761904762,2.5884210526315785,5.74,1.9452558139534883,2.2844883720930236,2.2964651162790695,12.705477272727272
PAPAS FRITAS Y SIMILARES,GR,0.2956,29.5561,516.03,52.98,31.33,6.09,3.83,0,2.58,0,2.58,0.99,0,0.21,0.07,3.82,0.96,0.32,39.5,29,0,0,10.45,0,22.1,9.97,12.97,6.9,0
PAPAYA,GR,0.0372,3.7169,42.49285714285714,9.252857142857144,0.4,0.6714285714285715,0.7985714285714284,22.572857142857142,0.2285714285714286,0,0.2285714285714286,0.10285714285714287,27.31714285714286,0.022857142857142857,0.034285714,0.16714285714285712,0.16857142857142854,0.03,2.0633333333333335,15.055714285714286,0.045714285714285714,29.594285714285714,0.15,2.6366666666666667,1.8216666666666665,0.25983333333333336,0.11316666666666668,0.042166666666666665,1.014857142857143
PARGO,GR,0.3621,36.2133,103,0,2.59,21.1,0,17,0.8,0.32,0.48,0.7,0,0.09,0.06,2.5,0.75,0.4,0,5,3,32,0.96,408,0.1,0,0,0.46,57.985
PASA (UVA PASA),GR,0.0969,9.6854,410.56875,66.18625,14.75,6.39375,3.7271428571428573,62.4775,2.3,0,2.43,1.2075,0.95,0.15875,0.1625,1.6412499999999999,0.4566666666666666,0.175,7.75,23.375,0.0725,5,2.4183333333333334,0,7.266666666666666,5.7535,7.197875,2.603125,0.625
PASTA PARA SOPA,GR,0.0432,4.3236,362,78.5,1.6,8.4,0.5,63,2.9,0,2.9,0.9,10.3,0.88,0.38,6,1.04,0.11,85,101.93,0,192,,,,0.38,0.5,0.38,33.12
PASTEL PIMIENTO,GR,0.1571,15.711,375,1.73,31.2,22.13,0.1,614,0.42,0,0.42,2.98,2.3,0.03,0.35,0.08,0.49,0.07,0,8,0.7,244,0.29,22,2.9,19.66,8.94,0.99,94
PASTELILLOS Y PAN DULCE EMPAQUETADO,GR,0.2448,24.4785,381.76,51.58,16.5,6.33,0.81,144,3.06,0,3.06,2.2,1.2,0.38,0.22,1.54,0.59,0.06,45.6,40,0,5,0.29,0,1.6,8.489,6.309,4.659,30
PECHUGA DE PAVO,GR,0.2884,28.8369,156.5,2.56,8.415,16.92,0.15,20,5.385,,,2.5949999999999998,16.349999999999998,0.075,0.2,4.135,1.02,0.405,0,6.5,0.865,28,0.11,8,0.4,2.682,2.502,1.979,64
PEPINO,GR,0.0246,2.4609,19.8475,4.7,0.1325,0.6375,1.2974999999999999,15.94,0.325,0,0.325,0.18,7.08,0.03,0.03,0.1175,0.23249999999999998,0.045,0,9.2225,0,4.215,0.0925,0,10.7975,0.02975,0.0075,0.027250000000000003,0
PERA,GR,0.0567,5.6748,112.65875,21.584999999999997,2.4250000000000003,0.99,1.82375,10.99375,1.17625,0,1.17625,0.17375000000000002,7.74625,0.30999999999999994,0.051250000000000004,0.49124999999999996,0.10285714285714286,0.36374999999999996,12.444285714285714,3.9375,0,0.87125,0.37875000000000003,0,4.4125,0.7041428571428571,1.8738571428571427,0.20342857142857143,0.6942857142857143
PERÓN,GR,0.0455,4.5532,261.6025,27.49416666666667,11.8725,11.169166666666667,1.7850000000000001,123.3575,2.1149999999999998,0.28,0.8200000000000001,1.4258333333333333,0.7875,0.3358333333333334,0.24166666666666667,3.5158333333333336,0.5516666666666666,0.11300000000000002,35.333333333333336,30.4,0.68,50.95,0.7283333333333334,6.5,8.009090909090908,4.552333333333333,4.50725,2.2681666666666667,20.145
PILONCILLO,GR,0.0393,3.9258,195.74,49,0,0,0,26.52,2.14,0,2.14,0.035,1,0.015,0.055,0.15,0.07,0.02,0,1,0,0.75,0,0,0,0,0,0.005,0
PIMIENTA,GR,1.0747,107.475,313.6666666666667,29.316666666666666,16.419999999999998,17.796666666666667,9.766666666666667,162.33333333333334,3.8233333333333337,0,9.71,1.1166666666666667,0.19999999999999998,0.093333333,0.18000000000000002,4.86,0.9666666666666667,0.21666666666666665,1.6666666666666667,10.333333333333334,0.26,19.333333333333332,0.7600000000000001,2.3333333333333335,56.9,3.797333333333333,5.268666666666667,3.228666666666667,55.666666666666664
PIMIENTO,GR,0.0773,7.7339,105.69833333333334,4.698333333333333,7.238333333333333,5.966666666666666,1.211666666666667,123.305,0.6266666666666666,0.07,0.5866666666666667,0.86,94.40000000000002,0.051666666666666666,0.12666666666666668,0.7733333333333333,0.26166666666666666,0.19166666666666668,0.5733333333333334,22.12,0.24833333333333332,94.19,0.804,4.523333333333333,4.7700000000000005,4.917199999999999,3.167,0.59575,26.377
PIÑA,GR,0.0322,3.2176,99.30444444444444,17.704444444444444,2.2500000000000004,0.778888889,0.7855555555555556,13.68375,0.5144444444444445,0.03,0.5225,0.14555555555555558,14.399999999999999,0.051250000000000004,0.03375,0.37999999999999995,0.122,0.1,5.944444444444445,8.75,0.01,1.4375,0.23375,2.2857142857142856,1.05,0.5216249999999999,0.9486249999999999,0.694375,0
PIÑA EN ALMÍBAR,GR,0.0851,8.5139,75.13,18.5,0.07,0.19,1.16,27,1.4,0,1.4,0.11,4,0.04,0.02,0.3,0.1,0.3,1.2,5,0,0,0.01,0,0.3,0.01,0.01,0.02,0
PLÁTANO,GR,0.0292,2.9227,89,22.84,0.33,1.09,2.6,5,0.26,0,0.26,0.15,8.7,0.03,0.07,0.67,0.33,0.37,0,20,0,3,0.1,0,0.5,0.112,0.032,0.073,0
POLVO P/HORNEAR,GR,0.1632,16.3196,0,0,0,0,,5000,,,,,,,,,,,,,,,,,,,,,
POLVO P/PREPARAR BEBIDAS SABOR CHOCOLATE,GR,0.1569,15.6943,371.5,86.2,2,3.15,3.75,504,20,0,20,9.35,159,1.81,2.5,22.5,6,0.13,175,6,0,1367,6.05,0,0.9,1.3,2.45,0.62,0
PULPO,GR,0.3461,34.6125,59,0,0.32,12.6,0,39,2.5,1,1.5,1.7,0,0.02,0.07,1.3,0.5,0.36,13,16,2,45,1.2,0,0.1,0,0,0.24,48
PURÉ DE TOMATE,GR,0.0338,3.3767,32.54,6.41,0.19,1.32,0.76,22,0.7,0,0.7,0.22,22,0.07,0.05,1.7,0.44,0.15,0,11,0,166.5,1.97,0,3.4,0.014,0.02,0.04,0
PÁMPANO,GR,0.1958,19.575,194,0,4,15,0,17,0.6,0.24,0.36,0.5,0,0.56,0.12,3,0.75,0.2,0,15,1.3,33,0.18,437.39,0.1,1.399,0.93,1.14,22.91
QUESO AMERICANO,GR,0.2195,21.9465,376,1.6,31.2,22.2,0,616,0.4,0,0.4,2.99,0,0.03,0.35,0.1,0.4,0.07,8,8,0.69,290,0.8,301,3.4,19.69,7.51,0.61,94
QUESO CANASTO,GR,0.1401,14.0055,320.2,5.36,22.49,19.51,0.1,453.83,2.6,0,2.6,2.58,0,0.08,0.49,0.2,0.36,0.08,,7,1.68,224,0.37,108,1,13.72,5.38,0,105
QUESO CHIHUAHUA,GR,0.2864,28.6362,337.61,2.48,27.33,20.41,0,866.66,0.47,0,0.47,3.5,0,0.02,0.23,0.15,0.28,0.06,2,2,1.03,65,0.26,20,2.5,15.64,8.44,0.89,105
QUESO COTIJA,GR,0.1673,16.7331,374,4.63,29.34,25.07,0,680,0.47,0,0.47,2.94,0,0.02,0.21,0.03,0.25,0.05,1,1,1.38,63,0.26,22,2.5,19.03,8.53,0.9,105
QUESO DE PUERCO,GR,0.2483,24.8319,152.015,7.75,9.255,9.41,1.19,26.74,1.385,0.345,1.04,0.955,2.94,0.075,0.14500000000000002,0.985,0.5,0.165,12.715,13.275,0.625,4.44,0.495,20.92,7.7250000000000005,2.42,4.492,1.694,44.347
QUESO DOBLE CREMA,GR,0.1337,13.371,300,4.2,29.2,1.5,0.4,97,0.11,,,0.5,0,0.02,0.23,0.09,0.52,0.06,0,9,0.22,308,0.86,0,2.1,20.7,8.907,1.483,101
QUESO FRESCO,GR,0.2047,20.465,292.43,6.31,20.7,15.43,0.25,134.58,0.1,0,0.1,0.92,0,0.07,0.38,0.43,0.68,0.25,0,12,0.19,407,0.18,20,1.8,16.61,4.807,0.501,46
QUESO MANCHEGO,GR,0.2861,28.6059,276.05,7.319999999999999,20.27,16.02,0.005,462.47,1.05,0.065,0.985,2.715,0,0.115,0.27,0.985,0.335,0.08,30.91,15.370000000000001,0.25,198.68,0.18,24.795,0.33,12.607499999999998,6.798500000000001,0.7989999999999999,83.6095
QUESO OAXACA,GR,0.2414,24.1431,229.47333333333336,3.9299999999999997,16.106666666666666,17.643333333333334,0.2733333333333333,342.20000000000005,2.72,0,2.733333333333333,0.03,0.58,0.076666667,0.6133333333333333,0.22666666666666668,0.62,0.05,0,7.859999999999999,0,219.28333333333333,0.89,1276.81,2.07,9.254,3.7216666666666662,1.586,59.99933333333334
QUESO PANELA,GR,0.2135,21.3537,320.2,5.36,22.49,19.51,0.1,453.83,2.6,0,2.6,2.58,0,0.08,0.49,0.2,0.36,0.08,,7,1.68,224,0.37,108,1,13.72,5.38,0,105
QUESO SIERRA,GR,0.2004,20.0356,307.12,3.67,23.66,19.84,0.2,555.31,0.74,0,0.74,2.53,0.1,0.03,0.34,0.2,0.45,0.08,3.33,14.29,1.12,185.25,0.28,46.2,2.17,14.891,6.749,0.888,106.424
REFRESCO,ML,0.0226,2.261,34.829,8.812999999999999,0,0.015,0.001,4.106,0.065,0,0.081666667,0.038,0.127,0.009,0,0.002222222,0,0,0,0,0,0,0,0,0,0,0,0,0
ROBALITO,GR,0.1826,18.2633,89,0,1,20,0,15.96,0.6,0.24,0.36,0.4,0,0.35,0.07,0.9,0.75,0.4,0,5,0.3,0,0.84,226,0.1,0.342,0.453,1.06,43.65
ROBALO,GR,0.3773,37.7314,89,0,1,20,0,15.96,0.6,0.24,0.36,0.4,0,0.35,0.07,0.9,0.75,0.4,0,5,0.3,0,0.84,226,0.1,0.342,0.453,1.06,43.65
ROMERITOS,GR,0.0164,1.6417,34,4.4,0.2,3.6,2.5,41,2.5,0,2.5,0.93,4,0.12,0.08,0.3,0.8,0.34,0,109,0,155.5,,0,,2.838,1.16,0.901,0
